source_pool,original_train_idx,eval_idx_if_any,question,correct_letter,correct_answer_text,vector_top1_snippet,vector_top1_score,vector_top1_contains_answer_terms,vector_top1_why_irrelevant,reranked_top1_snippet,reranked_top1_original_vector_rank,reranked_top1_score,reranked_top1_contains_answer_terms,evidence_phrase,reranked_top1_why_answer_bearing,score_delta,rank_delta,strict_pass,reviewer_note,vector_hits,rerank_hits
official_random50,66,10,What is the Peierls bracket in canonical quantization?,C,The Peierls bracket is a Poisson bracket derived from the action in the canonical quantization method that converts the quotient algebra into a Poisson algebra.,"{| class=""wikitable floatleft"" style=""margin:1em auto 1em auto"" |+ SI base units |- !Unitname !Unitsymbol !Dimensionsymbol !Quantityname !Definition |- !second |style=""text-align:center"" |s |style=""text-align:center"" |T |time |  Prior:  of a day of 24 hours of 60 minutes of 60 seconds  Interim (1956):  of the tropical year for 1900 January 0 at 12 hours ephemeris time.  Current (1967): The duration of  periods of the",-11.451244354248047,False,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Division in physics   When the Standard Model is set to general relativity in order to include mass, probability densities of infinity appear.  This is presumed incorrect, as probability ordinarily ranges from 0 to 1—0% to 100% probability.  Some theoretical physicists suspect that the problem is in the Standard Model, which represents each particle by a zero-dimensional point that in principle can be infinitely smal",4,-10.165590286254883,False,the,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,1.285654067993164,3,False,,the,the
official_random50,182,11,What is the proposed name for the field that is responsible for cosmic inflation and the metric expansion of space?,A,Inflaton,"Einstein's field equations include a cosmological constant (Lamda: Λ), that is related to an energy density of empty space. Depending on its sign, the cosmological constant can either slow (negative Λ) or accelerate (positive Λ) the expansion of the Universe. Although many scientists, including Einstein, had speculated that Λ was zero, recent astronomical observations of type Ia supernovae have detected a large amoun",-2.3269858360290527,False,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Other observations are not clearly answered by known physics. According to the prevailing theory, a slight imbalance of matter over antimatter was present in the Universe's creation, or developed very shortly thereafter. Although the matter and antimatter mostly annihilated one another, producing photons, a small residue of matter survived, giving the present matter-dominated Universe.  Several lines of evidence also",7,-1.0866130590438843,False,,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,1.2403727769851685,6,False,,,
official_random50,165,12,What is linear frame dragging?,D,"Linear frame dragging is the effect of the general principle of relativity applied to linear momentum, which is similarly inevitable to the rotational effect. It is a tiny effect that is difficult to confirm experimentally and often omitted from articles on frame-dragging.",Linear algebra is a branch of mathematics. It came from mathematicians trying to solve systems of linear equations. Vectors and matrices are used to solve these systems. The main objects of study currently are vector spaces and linear mappings between vector spaces. Linear algebra is useful in other branches of mathematics (e.g. differential equations and analytic geometry). It can also be applied to the real world i,-6.9368133544921875,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,Linear algebra is a branch of mathematics. It came from mathematicians trying to solve systems of linear equations. Vectors and matrices are used to solve these systems. The main objects of study currently are vector spaces and linear mappings between vector spaces. Linear algebra is useful in other branches of mathematics (e.g. differential equations and analytic geometry). It can also be applied to the real world i,1,-6.9368133544921875,True,linear | the | applied | and,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.0,0,False,,linear | the | applied | and,linear | the | applied | and
official_random50,78,13,What is the Ozma Problem?,C,"The Ozma Problem is a conundrum that examines whether there is any fundamental asymmetry to the universe. It concerns various aspects of atomic and subatomic physics and how they relate to mirror asymmetry and the related concepts of chirality, antimatter, magnetic and electrical polarity, parity, charge and spin.","Some of these questions are:  What is the best way for a mailman to get to all of the houses in the area in the least amount of time? The points could represent street corners and lines could represent the houses along the street. (see Chinese postman problem)  A salesman has to visit different customers, but wants to keep the distance traveled as small as possible. The problem is to find a way so they can do it. Thi",-6.848627090454102,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,Emphysema is a disease of the lungs.   It is one of the diseases that make up chronic obstructive pulmonary disease (COPD). This is a set of diseases where the flow of air in the lungs is obstructed. Emphysema is most often caused by smoking but can be caused by other diseases or have no known cause at all.  It occurs when the very small air sacs (called the alveoli) at the ends of the airways in the lungs start to b,2,-4.7591142654418945,True,the | any | and,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,2.089512825012207,1,False,,the | problem | any | and | how | they,the | any | and
official_random50,186,14,What is the significance of the high degree of fatty-acyl disorder in the thylakoid membranes of plants?,C,The high degree of fatty-acyl disorder in the thylakoid membranes of plants allows for innate fluidity even at relatively low temperatures.,"The plant food factory  At least some plant cells contain photosynthetic organelles (plastids) which enable them to make food for themselves. With sunlight, water, and carbon dioxide, the plastids make sugars, the basic molecules needed by the plant. Free oxygen (O2) is produced as a by-product of photosynthesis.  Later, in the cell cytoplasm, the sugars may be turned into amino acids for proteins, nucleotides for DN",-10.85920524597168,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Protoplasm is an old term, which  means the living substance that makes up a cell. It is no longer much used. Biologists prefer to talk about the cytoplasm and the cell nucleus.  In plant cells, it is surrounded by a cell wall. In animal cells, the whole cell is made of protoplasm, surrounded by a cell membrane. Protoplasm in living beings is made up of about 7580% water. However, this is rather misleading because th",14,-10.47365951538086,False,the,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.3855457305908203,13,False,,the | for,the
official_random50,177,15,What is the relationship between Coordinated Universal Time (UTC) and Universal Time (UT1)?,D,"UTC is an atomic time scale designed to approximate Universal Time (UT1), but it differs from UT1 by an integral number of seconds. UTC is kept within 0.9 second of UT1 by the introduction of one-second steps to UTC, the ""leap second"".","Units of time   1 millennium = 10 centuries = 100 decades = 200 lustrums = 250 quadrenniums = 333.33 trienniums = 500 bienniums = 1,000 years  1 century = 10 decades = 20 lustrums = 25 quadrenniums = 33.33 trienniums = 50 bienniums = 100 years  1 decade = 2 lustrums = 2.5 quadrenniums = 3.33 trienniums = 5 bienniums = 10 years  1 year = 12 months = 52 weeks = 365 days (366 days in leap years)  1 month = 4 weeks = 2 f",-9.541749954223633,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Swatch Internet Time is a way to measure time invented in 1998 by the Swatch manufacturing firm in Biel/Bienne, Switzerland. Time is shown as an ""@"" mark with three numerals. The day starts with @000 for midnight. Noon is @500. Just before midnight is @999. The thousand parts which make up a day are called ""dot beats"" (.beats). Each dot beat is one minute and 26.4 seconds long. Midnight is the same as Central Europea",10,-5.297018051147461,True,utc | time | seconds | second | the | one,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,4.244731903076172,9,False,,time | seconds | second | leap,utc | time | seconds | second | the | one
official_random50,56,16,What is a planetary system?,C,Any set of gravitationally bound non-stellar objects in or out of orbit around a star or star system.,"A planet is a large object such as Venus or Earth that orbits a star. Planets are smaller than stars, and they do not make light. Jupiter is the biggest planet in the Solar System, while the smallest planet in the Solar System is Mercury.  Planets are shaped like a slightly squashed ball (called a spheroid). Objects that orbit planets are called satellites. A star and everything which orbits it are called a star syst",1.9993339776992798,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Discovery and exploration   For thousands of years, people had no need for a name for the ""Solar System"". They thought the Earth stayed still at the center of everything (geocentrism). The Greek philosopher Aristarchus of Samos suggested that there was a special order in the sky. Nicolaus Copernicus was the first to develop a mathematical system that described what we now call the ""Solar System"". This was called a ""n",15,2.6654539108276367,True,around | star | system,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.6661199331283569,14,False,,objects | orbit | star | system,around | star | system
official_random50,152,17,What is the relationship between chemical potential and quarks/antiquarks?,A,"Chemical potential, represented by μ, is a measure of the imbalance between quarks and antiquarks in a system. Higher μ indicates a stronger bias favoring quarks over antiquarks.","Usually in nature, two things with the same charge repel or shoot away from each other. So for a long time, scientists did not know how the positively charged protons in the nucleus stayed together. We now believe that the attraction between protons and neutrons comes from the strong nuclear force. This force also holds together the quarks that make up the protons and neutrons. Particles called mesons travel back and",-7.509050369262695,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"The Universe has the same physical laws and physical constants throughout. According to the prevailing Standard Model of physics, all matter is composed of three generations of leptons and quarks, both of which are fermions. These elementary particles interact via at most three fundamental interactions: the electroweak interaction which includes electromagnetism and the weak nuclear force; the strong nuclear force de",8,-7.295370578765869,True,the | quarks | and,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.21367979049682617,7,False,,the | quarks | and,the | quarks | and
official_random50,82,18,What is the reason for the formation of stars exclusively within molecular clouds?,B,"The low temperatures and high densities of molecular clouds cause the gravitational force to exceed the internal pressures that are acting ""outward"" to prevent a collapse.","Interstellar space is the physical space in a galaxy not occupied by stars or their planetary systems. It continues to the edges of the galaxy, where it fades into the intergalactic void. Most of the mass in this space is made up of single hydrogen atoms, fewer helium atoms and a few heavier atoms formed in stars. Supernovae blow some of their atoms huge distances. A number of molecules and tiny 0.1 μm dust particles",-2.55784273147583,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Many galaxies continue to form new generations of stars. The Milky Way, and all spiral shaped galaxies like it (see right side image of NGC 2997), produce new stars at a rate of one or two stars per year. This star formation happens in the vast interstellar clouds that account for about 1% to 10% of the mass of these galaxies. Globular star clusters, on the other hand, are not currently forming stars because this act",2,-1.568345546722412,True,the | low | and | clouds | cause | are,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.989497184753418,1,False,,the | low | and | high | molecular | clouds | are,the | low | and | clouds | cause | are
official_random50,68,19,What is the Maxwell's Demon thought experiment?,C,"A thought experiment in which a demon guards a microscopic trapdoor in a wall separating two parts of a container filled with the same gas at equal temperatures. The demon selectively allows faster-than-average molecules to pass from one side to the other, causing a decrease in temperature in one part and an increase in temperature in the other, contrary to the second law of thermodynamics.","Arts  Artists draw pictures of the Devil that show him as ugly and evil. But nobody knows what he may look like in fact. Usually he is a spirit that nobody can see, but he can make himself look like a real person in order to trick people. Many modern depictions of the Devil portray him as a red human-like being with horns and a pointed tail, carrying a red pitchfork or trident.  References  Theology Demons",-9.907175064086914,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,". In 1859, James Clerk Maxwell showed that the rings cannot be solid, but are made of small particles, each orbiting Saturn on their own. Otherwise, it would become unstable or break apart. James Keeler studied the rings using a spectroscope in 1895 which proved Maxwell's theory.",7,-4.253092288970947,True,the | other | part,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,5.654082775115967,6,False,,demon | the | and,the | other | part
official_random50,124,20,What are the four qualitative levels of crystallinity described by geologists?,B,"Holocrystalline, hypocrystalline, hypohyaline, and holohyaline","Gas - sulphur, hydrogen, carbon dioxide and hot steam (geysers). When uprising magma decreases in pressure suddenly, gases within magma explode to the Earth's surface and cause destruction.  Solid - pyroclast. Mainly composed of: country rock, fragments of solidified lava and fine materials (volcanic ash and dust). It can be classified by size into volcanic bombs, volcanic blocks, lapilli, volcanic ash and volcanic d",-11.232501983642578,False,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"The following disciplines are generally recognised as being within the geosciences:  Geology describes the rocky parts of the Earth's crust (or lithosphere) and its historic development. Major subdisciplines are mineralogy and petrology, geochemistry, geomorphology, paleontology, Mineralogy, petrophysics, stratigraphy, structural geology, engineering geology and sedimentology.<ref name=""smith 5"">Smith, Gary A. & Pun,",8,-5.394842147827148,False,and,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,5.83765983581543,7,False,,and,and
official_random50,16,21,What is the most popular explanation for the shower-curtain effect?,E,Bernoulli's principle,"A meteor shower is an event when many meteors seem to come from one point in the night sky. These meteors are caused by meteoroids entering Earth's atmosphere at extremely high speeds on parallel paths. Most meteors are smaller than a grain of sand, so almost all of them burn up and never hit the Earth's surface.  A meteor shower is the result of an interaction between a planet, such as Earth, and streams of debris f",-4.404992580413818,False,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"A meteor shower is an event when many meteors seem to come from one point in the night sky. These meteors are caused by meteoroids entering Earth's atmosphere at extremely high speeds on parallel paths. Most meteors are smaller than a grain of sand, so almost all of them burn up and never hit the Earth's surface.  A meteor shower is the result of an interaction between a planet, such as Earth, and streams of debris f",1,-4.404992580413818,False,,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.0,0,False,,,
official_random50,148,22,What is a crossover experiment?,B,"A type of experiment used to distinguish between different mechanisms proposed for a chemical reaction, such as intermolecular vs. intramolecular mechanisms.","A probability experiment is a situation where chance affects the result of an experiment.  If the experiment can only have two outcomes, it is named Bernoulli trial. A coin flip is a probability experiment because chance affects whether a coin will land heads or tails when it is flipped.  Probability theory Experiments",-1.9730620384216309,False,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"A probability experiment is a situation where chance affects the result of an experiment.  If the experiment can only have two outcomes, it is named Bernoulli trial. A coin flip is a probability experiment because chance affects whether a coin will land heads or tails when it is flipped.  Probability theory Experiments",1,-1.9730620384216309,False,experiment,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.0,0,False,,experiment,experiment
official_random50,93,23,What is the interpretation of supersymmetry in stochastic supersymmetric theory?,E,"Supersymmetry is an intrinsic property of all stochastic differential equations, and it preserves continuity in the model's phase space via continuous time flows.","(In versions of quantum field theory that include supersymmetry (SUSY), each boson has a corresponding fermion, and vice versa.  That is, each energy particle has a corresponding matter particle, and each matter particle has a corresponding energy particle, yet the unobservable partner is more massive and thus super.  These superpartners might seem an extravagant prediction, yet many theorists and experimentalists fa",2.385922908782959,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"(In versions of quantum field theory that include supersymmetry (SUSY), each boson has a corresponding fermion, and vice versa.  That is, each energy particle has a corresponding matter particle, and each matter particle has a corresponding energy particle, yet the unobservable partner is more massive and thus super.  These superpartners might seem an extravagant prediction, yet many theorists and experimentalists fa",1,2.385922908782959,True,supersymmetry | equations | and | the | model | time,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.0,0,False,,supersymmetry | equations | and | the | model | time,supersymmetry | equations | and | the | model | time
official_random50,65,24,What is the relevant type of coherence for the Young's double-slit interferometer?,E,Diameter of the coherence area (Ac),"In decoherence, an interaction with the field takes the observer into only one determinant constellation of the quantum field, and so all observations align with that new, combined quantum state.  Everett's thesis has inspired Many worlds interpretation, whereby within our universe are predicted to be virtually or potentially infinite parallel worlds that are real, yet each a minuscule distance from the other worlds.",-10.636075973510742,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"In decoherence, an interaction with the field takes the observer into only one determinant constellation of the quantum field, and so all observations align with that new, combined quantum state.  Everett's thesis has inspired Many worlds interpretation, whereby within our universe are predicted to be virtually or potentially infinite parallel worlds that are real, yet each a minuscule distance from the other worlds.",1,-10.636075973510742,False,the | coherence,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.0,0,False,,the | coherence,the | coherence
official_random50,60,25,What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes?,B,"The atmosphere possesses both chaos and order, including emerging organized systems and time-varying forcing from recurrent seasons.",Third atmosphere   The constant re-arrangement of continents by plate tectonics influences the long-term evolution of the atmosphere. Carbon dioxide was transferred to and from large continental carbonate stores. Free oxygen did not exist in the atmosphere until about 2.4 billion years ago. The Great Oxygenation Event is shown by the end of the banded iron formations.  Related pages   Air pollution  Air craft  Refere,-7.77057409286499,True,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"Air is invisible: it cannot be seen by the eye, though a shimmering in hot air can be seen.  Air is one of the 4 classical elements.  Main history  Original atmosphere  At first it was mainly a hydrogen atmosphere. It has changed dramatically on several occasions—for example, the Great Oxygenation Event 2.4 billion years ago, greatly increased oxygen in the atmosphere from practically no oxygen to levels closer to pr",2,-7.100729942321777,True,the | atmosphere | and,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,0.6698441505432129,1,False,,the | atmosphere | and,the | atmosphere | and
official_random50,84,26,What is a regular polytope?,C,A regular polytope is a geometric shape whose symmetry group is transitive on its flags.,"Hydrogen has three common isotopes. The most common isotope of hydrogen is called protium (1H), which has one proton and no neutrons. A hydrogen atom that has a proton and a neutron (atomic mass of 2) is called deuterium (2H). Hydrogen with one proton and two neutrons (atomic mass of 3) is called tritium (3H). Protium and deuterium are stable isotopes, while tritium is a radioactive isotope.  The heaviest elements in",-10.931061744689941,False,Vector top-1 lacks direct answer-bearing terms and does not contain sufficient evidence for the correct option.,"A cube is a type of polyhedron with all right angles and whose height, width and depth are all the same. It is a type of rectangular prism, which is itself a type of hexahedron.  A cube is one of the simplest mathematical shapes in space. Something that is shaped like a cube can be called cubic. Surface area of cube=6l^2 Lateral Surface area of cube=4l^2 Volume of cube=l^3  Relative 2-dimensional shape  The basic dif",6,-5.89929723739624,True,shape | whose | its,Re-ranked top-1 is answer-bearing because it includes explicit evidence terms supporting the correct option.,5.031764507293701,5,True,,,shape | whose | its
